Condition	Model	Region Code	Seller rating	Seller rating count	Duration	Number of pictures	Length of description	End Weekday	Start Weekday	End Hour	Handling time	Global shipping	Shipping Locations	Shipping Type	Return accepted	Price
6.0	2.0	1.0	100.0	2.0	7.0	3.0	525.0	7.0	7.0	0.0	0.0	0.0	2.0	5.0	1.0	16
1.0	4.0	3.0	99.5	6.0	7.0	7.0	1985.0	4.0	4.0	2.0	2.0	0.0	1.0	5.0	1.0	3
2.0	2.0	1.0	95.2	1.0	7.0	6.0	690.0	6.0	6.0	16.0	3.0	0.0	249.0	5.0	1.0	16
2.0	1.0	3.0	99.4	3.0	5.0	4.0	545.0	5.0	7.0	23.0	1.0	0.0	1.0	7.0	1.0	5
1.0	4.0	3.0	99.1	6.0	7.0	8.0	91.0	7.0	7.0	2.0	1.0	0.0	1.0	7.0	1.0	3
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4316.0	2.0	6.0	4.0	1.0	0.0	1.0	5.0	1.0	6
2.0	3.0	3.0	100.0	2.0	3.0	8.0	1512.0	4.0	1.0	23.0	3.0	1.0	40.0	7.0	0.0	9
1.0	6.0	3.0	100.0	3.0	7.0	3.0	136.0	4.0	4.0	3.0	2.0	0.0	1.0	5.0	0.0	1
2.0	4.0	3.0	99.4	11.0	1.0	3.0	4316.0	2.0	1.0	3.0	1.0	0.0	1.0	5.0	1.0	5
2.0	4.0	3.0	100.0	5.0	1.0	5.0	564.0	4.0	3.0	15.0	1.0	1.0	33.0	7.0	1.0	7
1.0	4.0	3.0	100.0	3.0	5.0	4.0	53.0	1.0	3.0	13.0	2.0	0.0	1.0	5.0	1.0	5
1.0	2.0	1.0	99.3	5.0	5.0	6.0	2096.0	7.0	2.0	16.0	1.0	0.0	1.0	7.0	1.0	11
1.0	2.0	1.0	99.3	5.0	3.0	6.0	2146.0	1.0	5.0	18.0	1.0	0.0	1.0	7.0	1.0	12
1.0	3.0	3.0	99.7	5.0	7.0	5.0	3998.0	2.0	2.0	17.0	1.0	0.0	1.0	5.0	0.0	5
2.0	4.0	3.0	99.7	10.0	7.0	10.0	5174.0	1.0	1.0	17.0	1.0	1.0	4.0	7.0	1.0	5
1.0	6.0	3.0	99.0	10.0	3.0	3.0	7717.0	7.0	4.0	20.0	3.0	0.0	1.0	3.0	1.0	1
2.0	2.0	1.0	99.4	5.0	7.0	3.0	312.0	2.0	2.0	0.0	1.0	1.0	249.0	7.0	1.0	16
1.0	3.0	3.0	100.0	3.0	3.0	3.0	169.0	7.0	4.0	21.0	2.0	1.0	40.0	7.0	0.0	2
2.0	4.0	3.0	99.7	7.0	3.0	11.0	615.0	6.0	3.0	13.0	1.0	0.0	1.0	5.0	1.0	6
2.0	6.0	3.0	0.0	0.0	7.0	10.0	41.0	5.0	5.0	15.0	3.0	0.0	1.0	5.0	0.0	3
2.0	4.0	3.0	100.0	5.0	7.0	10.0	397.0	5.0	5.0	2.0	1.0	0.0	1.0	5.0	1.0	6
1.0	3.0	3.0	98.9	2.0	7.0	3.0	823.0	7.0	7.0	17.0	3.0	1.0	40.0	7.0	0.0	4
2.0	4.0	3.0	99.6	9.0	7.0	7.0	2378.0	1.0	1.0	17.0	3.0	0.0	1.0	7.0	1.0	7
6.0	2.0	1.0	100.0	5.0	3.0	9.0	1985.0	7.0	4.0	19.0	2.0	0.0	1.0	3.0	0.0	16
2.0	4.0	3.0	100.0	3.0	7.0	4.0	393.0	2.0	2.0	2.0	1.0	1.0	40.0	7.0	0.0	6
2.0	4.0	3.0	100.0	3.0	3.0	11.0	168.0	1.0	5.0	15.0	1.0	1.0	40.0	7.0	0.0	7
2.0	4.0	3.0	50.0	1.0	3.0	5.0	357.0	6.0	3.0	2.0	1.0	1.0	40.0	7.0	0.0	6
1.0	3.0	3.0	99.4	3.0	1.0	6.0	1701.0	6.0	5.0	0.0	1.0	1.0	5.0	7.0	1.0	1
6.0	4.0	3.0	100.0	0.0	7.0	5.0	167.0	2.0	2.0	19.0	2.0	0.0	1.0	5.0	0.0	7
2.0	3.0	3.0	100.0	0.0	5.0	3.0	459.0	1.0	3.0	4.0	2.0	1.0	249.0	7.0	0.0	5
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4308.0	2.0	6.0	23.0	1.0	0.0	1.0	5.0	1.0	6
1.0	3.0	3.0	99.3	6.0	5.0	6.0	13615.0	7.0	2.0	19.0	2.0	1.0	40.0	7.0	0.0	3
2.0	3.0	3.0	100.0	1.0	7.0	7.0	182.0	3.0	3.0	5.0	2.0	0.0	1.0	7.0	0.0	4
1.0	4.0	3.0	99.4	6.0	1.0	3.0	1145.0	1.0	7.0	5.0	1.0	1.0	40.0	7.0	1.0	4
2.0	4.0	3.0	99.5	3.0	7.0	7.0	175.0	1.0	1.0	1.0	2.0	1.0	40.0	7.0	0.0	6
1.0	5.0	3.0	99.0	3.0	1.0	4.0	173.0	7.0	6.0	22.0	1.0	1.0	40.0	7.0	1.0	2
2.0	6.0	3.0	100.0	3.0	7.0	6.0	354.0	7.0	7.0	23.0	0.0	1.0	1.0	5.0	0.0	3
2.0	4.0	3.0	99.4	4.0	1.0	4.0	3835.0	1.0	7.0	2.0	0.0	0.0	1.0	5.0	1.0	9
2.0	4.0	3.0	99.5	6.0	7.0	8.0	2134.0	2.0	2.0	1.0	2.0	0.0	1.0	5.0	1.0	7
2.0	3.0	3.0	100.0	1.0	3.0	9.0	508.0	2.0	6.0	16.0	3.0	1.0	40.0	7.0	0.0	8
2.0	2.0	1.0	99.7	7.0	7.0	12.0	1249.0	5.0	5.0	1.0	1.0	1.0	40.0	7.0	1.0	14
2.0	2.0	1.0	99.3	5.0	7.0	8.0	1995.0	2.0	2.0	15.0	1.0	0.0	1.0	7.0	1.0	15
2.0	5.0	3.0	99.4	3.0	7.0	7.0	373.0	1.0	1.0	22.0	1.0	1.0	40.0	7.0	0.0	2
2.0	4.0	3.0	99.7	7.0	7.0	10.0	2573.0	3.0	3.0	2.0	1.0	0.0	1.0	5.0	1.0	6
1.0	2.0	1.0	99.6	5.0	1.0	3.0	434.0	5.0	4.0	0.0	1.0	0.0	1.0	5.0	0.0	8
2.0	3.0	1.0	100.0	3.0	7.0	4.0	190.0	7.0	7.0	19.0	2.0	1.0	249.0	7.0	0.0	5
2.0	7.0	3.0	100.0	3.0	3.0	4.0	561.0	3.0	7.0	15.0	2.0	0.0	1.0	5.0	0.0	2
2.0	4.0	3.0	100.0	1.0	7.0	12.0	471.0	2.0	2.0	1.0	1.0	0.0	1.0	5.0	0.0	7
1.0	3.0	3.0	98.4	4.0	7.0	6.0	2890.0	4.0	4.0	1.0	3.0	1.0	40.0	7.0	0.0	2
2.0	5.0	3.0	98.8	4.0	7.0	5.0	521.0	4.0	4.0	2.0	2.0	0.0	1.0	7.0	1.0	1
2.0	2.0	3.0	100.0	0.0	3.0	12.0	526.0	5.0	2.0	18.0	1.0	0.0	1.0	3.0	0.0	17
1.0	4.0	3.0	99.4	8.0	7.0	3.0	1547.0	4.0	4.0	19.0	1.0	0.0	1.0	7.0	0.0	3
2.0	6.0	3.0	100.0	3.0	5.0	4.0	221.0	7.0	2.0	13.0	2.0	0.0	1.0	5.0	0.0	2
1.0	3.0	3.0	99.6	4.0	3.0	8.0	1428.0	1.0	5.0	17.0	1.0	0.0	1.0	5.0	0.0	1
1.0	4.0	3.0	100.0	6.0	7.0	3.0	929.0	3.0	3.0	23.0	1.0	0.0	1.0	5.0	1.0	5
2.0	4.0	3.0	0.0	0.0	10.0	6.0	230.0	3.0	7.0	18.0	3.0	0.0	1.0	7.0	0.0	5
6.0	2.0	1.0	100.0	0.0	7.0	5.0	668.0	2.0	2.0	18.0	1.0	0.0	1.0	5.0	0.0	15
2.0	4.0	3.0	100.0	1.0	1.0	3.0	156.0	6.0	5.0	18.0	2.0	1.0	40.0	7.0	0.0	7
2.0	4.0	3.0	100.0	2.0	1.0	7.0	819.0	1.0	7.0	1.0	2.0	0.0	1.0	5.0	1.0	6
2.0	4.0	3.0	100.0	3.0	5.0	4.0	339.0	7.0	2.0	22.0	2.0	0.0	1.0	5.0	0.0	6
2.0	4.0	3.0	96.3	2.0	7.0	5.0	890.0	1.0	1.0	0.0	2.0	1.0	40.0	7.0	0.0	5
2.0	3.0	3.0	99.4	5.0	7.0	7.0	340.0	3.0	3.0	3.0	1.0	0.0	249.0	7.0	1.0	6
6.0	2.0	1.0	100.0	8.0	3.0	4.0	2267.0	7.0	4.0	1.0	1.0	0.0	1.0	7.0	1.0	14
3.0	6.0	3.0	100.0	0.0	5.0	3.0	247.0	3.0	5.0	23.0	2.0	0.0	1.0	3.0	0.0	2
2.0	4.0	3.0	100.0	6.0	3.0	12.0	238.0	1.0	5.0	21.0	1.0	1.0	40.0	7.0	1.0	6
1.0	2.0	1.0	99.0	10.0	3.0	3.0	6360.0	1.0	5.0	3.0	3.0	1.0	40.0	7.0	1.0	9
1.0	4.0	3.0	99.8	7.0	7.0	7.0	1151.0	4.0	4.0	2.0	5.0	1.0	40.0	7.0	0.0	3
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4316.0	2.0	6.0	4.0	1.0	0.0	1.0	5.0	1.0	6
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4432.0	1.0	5.0	0.0	1.0	0.0	1.0	5.0	1.0	7
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4432.0	4.0	1.0	23.0	1.0	0.0	1.0	5.0	1.0	5
2.0	6.0	3.0	85.7	0.0	7.0	5.0	258.0	6.0	6.0	2.0	2.0	0.0	1.0	7.0	0.0	2
1.0	2.0	1.0	99.3	5.0	7.0	6.0	2146.0	1.0	1.0	23.0	1.0	0.0	1.0	7.0	1.0	12
1.0	3.0	3.0	100.0	5.0	7.0	4.0	337.0	4.0	4.0	15.0	2.0	0.0	1.0	5.0	0.0	2
2.0	4.0	3.0	99.7	7.0	7.0	12.0	2723.0	5.0	5.0	2.0	1.0	0.0	1.0	5.0	1.0	5
6.0	2.0	1.0	100.0	1.0	7.0	4.0	288.0	4.0	4.0	23.0	2.0	0.0	1.0	7.0	0.0	16
2.0	6.0	3.0	100.0	5.0	3.0	8.0	390.0	3.0	7.0	15.0	2.0	0.0	1.0	3.0	0.0	3
1.0	2.0	1.0	99.4	6.0	1.0	5.0	1158.0	2.0	1.0	4.0	1.0	1.0	40.0	7.0	1.0	15
2.0	4.0	3.0	100.0	2.0	7.0	5.0	1051.0	6.0	6.0	17.0	3.0	0.0	1.0	5.0	0.0	6
1.0	4.0	3.0	100.0	1.0	7.0	3.0	237.0	5.0	5.0	20.0	1.0	1.0	40.0	3.0	0.0	5
6.0	4.0	3.0	100.0	1.0	7.0	3.0	276.0	5.0	5.0	0.0	2.0	1.0	40.0	7.0	0.0	8
2.0	4.0	3.0	99.7	7.0	7.0	3.0	751.0	6.0	6.0	19.0	1.0	0.0	249.0	5.0	1.0	5
2.0	3.0	3.0	99.1	8.0	5.0	6.0	9400.0	1.0	3.0	22.0	1.0	0.0	1.0	7.0	1.0	4
1.0	2.0	1.0	99.3	5.0	5.0	5.0	2152.0	6.0	1.0	23.0	1.0	0.0	1.0	7.0	1.0	12
2.0	4.0	3.0	100.0	0.0	3.0	4.0	315.0	1.0	5.0	12.0	2.0	0.0	1.0	3.0	0.0	6
1.0	4.0	3.0	99.7	6.0	5.0	6.0	1701.0	5.0	7.0	4.0	3.0	0.0	1.0	3.0	0.0	5
1.0	3.0	3.0	99.1	6.0	7.0	12.0	4308.0	4.0	4.0	20.0	1.0	0.0	1.0	5.0	0.0	2
2.0	6.0	3.0	100.0	2.0	7.0	3.0	243.0	6.0	6.0	15.0	2.0	1.0	40.0	7.0	0.0	2
2.0	6.0	3.0	100.0	2.0	3.0	6.0	201.0	7.0	4.0	23.0	2.0	0.0	1.0	7.0	0.0	2
2.0	4.0	3.0	99.4	11.0	1.0	3.0	4316.0	6.0	5.0	3.0	1.0	0.0	1.0	5.0	1.0	5
2.0	2.0	1.0	100.0	3.0	1.0	7.0	265.0	3.0	2.0	3.0	3.0	0.0	1.0	5.0	0.0	15
1.0	3.0	3.0	99.3	4.0	1.0	6.0	425.0	2.0	1.0	22.0	2.0	1.0	40.0	7.0	0.0	1
1.0	3.0	3.0	100.0	1.0	3.0	3.0	515.0	7.0	4.0	15.0	2.0	0.0	1.0	7.0	0.0	1
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4432.0	1.0	5.0	23.0	1.0	0.0	1.0	5.0	1.0	5
2.0	2.0	1.0	100.0	0.0	7.0	6.0	278.0	6.0	6.0	19.0	3.0	0.0	1.0	7.0	0.0	14
2.0	3.0	2.0	100.0	3.0	7.0	4.0	633.0	7.0	7.0	16.0	2.0	0.0	1.0	7.0	0.0	2
2.0	3.0	3.0	0.0	0.0	3.0	12.0	254.0	2.0	6.0	21.0	2.0	0.0	1.0	3.0	0.0	7
1.0	4.0	3.0	100.0	3.0	5.0	4.0	509.0	5.0	7.0	15.0	2.0	0.0	1.0	5.0	0.0	3
2.0	4.0	3.0	100.0	3.0	7.0	5.0	246.0	4.0	4.0	9.0	1.0	0.0	1.0	3.0	0.0	6
2.0	3.0	3.0	98.3	3.0	7.0	12.0	502.0	2.0	2.0	14.0	2.0	0.0	1.0	5.0	0.0	9
2.0	5.0	3.0	100.0	5.0	7.0	6.0	249.0	2.0	2.0	2.0	1.0	1.0	1.0	5.0	1.0	1
2.0	4.0	3.0	98.4	2.0	1.0	3.0	671.0	5.0	4.0	3.0	2.0	1.0	40.0	7.0	0.0	9
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4316.0	5.0	2.0	4.0	1.0	0.0	1.0	5.0	1.0	6
2.0	2.0	1.0	100.0	2.0	3.0	3.0	46.0	2.0	6.0	1.0	2.0	1.0	40.0	7.0	0.0	15
3.0	3.0	3.0	100.0	4.0	3.0	6.0	1995.0	4.0	1.0	15.0	2.0	1.0	40.0	7.0	0.0	7
2.0	2.0	1.0	100.0	2.0	3.0	3.0	315.0	3.0	7.0	2.0	2.0	0.0	1.0	7.0	0.0	14
1.0	5.0	3.0	100.0	2.0	7.0	5.0	446.0	4.0	4.0	2.0	2.0	0.0	1.0	7.0	0.0	1
2.0	3.0	3.0	99.6	5.0	3.0	3.0	893.0	1.0	5.0	23.0	1.0	0.0	1.0	3.0	0.0	6
2.0	3.0	3.0	93.3	2.0	1.0	4.0	159.0	3.0	2.0	15.0	2.0	1.0	40.0	7.0	0.0	4
2.0	6.0	3.0	100.0	3.0	7.0	9.0	154.0	1.0	1.0	21.0	2.0	0.0	1.0	7.0	0.0	2
2.0	6.0	3.0	100.0	1.0	7.0	4.0	86.0	6.0	6.0	20.0	1.0	0.0	1.0	3.0	0.0	2
2.0	4.0	3.0	99.4	11.0	3.0	3.0	4286.0	7.0	4.0	4.0	1.0	0.0	1.0	5.0	1.0	5
1.0	6.0	3.0	99.0	10.0	3.0	3.0	7717.0	1.0	5.0	1.0	3.0	0.0	1.0	3.0	1.0	1
2.0	3.0	3.0	100.0	3.0	7.0	5.0	1134.0	2.0	2.0	12.0	2.0	0.0	1.0	7.0	0.0	5
2.0	4.0	3.0	100.0	2.0	3.0	3.0	548.0	4.0	1.0	18.0	2.0	1.0	249.0	7.0	0.0	5
2.0	5.0	3.0	100.0	3.0	5.0	4.0	114.0	4.0	6.0	17.0	2.0	1.0	40.0	7.0	0.0	2
2.0	6.0	3.0	100.0	2.0	5.0	6.0	144.0	1.0	3.0	2.0	2.0	0.0	1.0	7.0	0.0	2
2.0	4.0	3.0	99.8	8.0	10.0	10.0	1814.0	1.0	5.0	1.0	2.0	0.0	1.0	5.0	1.0	6
2.0	4.0	3.0	100.0	4.0	1.0	4.0	254.0	3.0	2.0	19.0	1.0	1.0	40.0	7.0	0.0	4
2.0	6.0	3.0	100.0	1.0	7.0	6.0	513.0	6.0	6.0	1.0	2.0	1.0	40.0	7.0	0.0	2
1.0	3.0	3.0	99.7	6.0	5.0	6.0	1725.0	7.0	2.0	0.0	3.0	0.0	1.0	7.0	0.0	2
2.0	4.0	3.0	99.3	4.0	1.0	4.0	4209.0	3.0	2.0	21.0	1.0	0.0	1.0	7.0	1.0	6
3.0	4.0	3.0	99.4	4.0	1.0	4.0	2554.0	3.0	2.0	20.0	0.0	0.0	1.0	5.0	1.0	7
2.0	4.0	3.0	99.5	6.0	7.0	7.0	2162.0	4.0	4.0	1.0	2.0	0.0	1.0	5.0	1.0	5
2.0	0.0	1.0	100.0	3.0	7.0	5.0	385.0	2.0	2.0	23.0	2.0	1.0	3.0	7.0	1.0	3
2.0	7.0	3.0	100.0	5.0	7.0	5.0	180.0	7.0	7.0	17.0	1.0	0.0	1.0	5.0	0.0	1
2.0	3.0	3.0	89.7	1.0	1.0	5.0	504.0	4.0	3.0	1.0	1.0	1.0	249.0	7.0	0.0	8
1.0	4.0	3.0	99.6	9.0	7.0	9.0	2473.0	1.0	1.0	18.0	3.0	0.0	1.0	7.0	0.0	4
2.0	2.0	1.0	100.0	3.0	3.0	3.0	150.0	5.0	2.0	3.0	1.0	0.0	1.0	7.0	1.0	14
2.0	1.0	1.0	99.4	6.0	7.0	3.0	1247.0	1.0	1.0	1.0	1.0	1.0	40.0	7.0	1.0	6
2.0	4.0	3.0	100.0	1.0	7.0	3.0	471.0	5.0	5.0	4.0	2.0	0.0	1.0	7.0	0.0	9
2.0	0.0	1.0	100.0	0.0	7.0	3.0	133.0	4.0	4.0	19.0	2.0	0.0	1.0	3.0	0.0	2
6.0	2.0	1.0	100.0	2.0	7.0	4.0	669.0	7.0	7.0	23.0	2.0	0.0	1.0	3.0	0.0	19
2.0	2.0	1.0	92.3	1.0	7.0	10.0	193.0	5.0	5.0	2.0	2.0	0.0	1.0	7.0	0.0	13
1.0	2.0	1.0	99.3	5.0	5.0	6.0	2146.0	6.0	1.0	20.0	1.0	0.0	1.0	7.0	1.0	12
6.0	2.0	1.0	100.0	4.0	5.0	6.0	1142.0	6.0	1.0	19.0	1.0	0.0	1.0	7.0	1.0	15
1.0	4.0	3.0	98.9	3.0	7.0	4.0	513.0	7.0	7.0	19.0	2.0	1.0	40.0	7.0	1.0	8
1.0	4.0	3.0	99.7	10.0	7.0	9.0	4968.0	1.0	1.0	19.0	1.0	1.0	4.0	7.0	1.0	3
2.0	4.0	3.0	100.0	0.0	7.0	6.0	498.0	3.0	3.0	1.0	2.0	0.0	1.0	3.0	0.0	8
6.0	2.0	1.0	99.0	3.0	1.0	4.0	1485.0	2.0	1.0	2.0	2.0	1.0	40.0	7.0	0.0	17
2.0	0.0	1.0	100.0	5.0	1.0	3.0	188.0	3.0	2.0	19.0	2.0	0.0	1.0	3.0	0.0	2
2.0	1.0	1.0	100.0	3.0	7.0	4.0	46.0	4.0	4.0	16.0	2.0	0.0	1.0	7.0	0.0	7
2.0	4.0	3.0	100.0	1.0	1.0	3.0	297.0	7.0	6.0	14.0	1.0	0.0	1.0	7.0	0.0	7
2.0	2.0	1.0	100.0	3.0	5.0	7.0	72.0	2.0	4.0	21.0	2.0	1.0	40.0	7.0	0.0	16
2.0	2.0	1.0	100.0	3.0	3.0	5.0	266.0	1.0	5.0	6.0	2.0	0.0	1.0	5.0	0.0	15
1.0	4.0	3.0	100.0	3.0	3.0	3.0	243.0	2.0	6.0	19.0	2.0	1.0	40.0	7.0	0.0	4
2.0	2.0	1.0	99.6	4.0	7.0	6.0	6288.0	1.0	1.0	16.0	1.0	0.0	1.0	5.0	1.0	14
2.0	4.0	3.0	99.8	8.0	7.0	12.0	1712.0	2.0	2.0	0.0	2.0	0.0	1.0	5.0	1.0	5
2.0	4.0	3.0	100.0	3.0	5.0	5.0	305.0	1.0	3.0	13.0	2.0	0.0	1.0	5.0	0.0	6
2.0	1.0	1.0	99.2	7.0	7.0	4.0	5716.0	1.0	1.0	1.0	3.0	1.0	40.0	7.0	1.0	4
2.0	4.0	3.0	99.4	11.0	3.0	4.0	4972.0	2.0	6.0	3.0	1.0	0.0	1.0	5.0	1.0	7
2.0	2.0	1.0	100.0	3.0	1.0	3.0	270.0	7.0	6.0	3.0	1.0	0.0	1.0	5.0	0.0	15
2.0	2.0	1.0	99.3	5.0	3.0	4.0	2284.0	4.0	1.0	23.0	1.0	0.0	1.0	7.0	1.0	9
2.0	4.0	3.0	100.0	2.0	7.0	6.0	475.0	1.0	1.0	20.0	2.0	0.0	1.0	5.0	0.0	5
1.0	3.0	3.0	100.0	5.0	7.0	6.0	115.0	7.0	7.0	1.0	2.0	1.0	40.0	7.0	0.0	1
2.0	3.0	3.0	100.0	0.0	5.0	3.0	601.0	3.0	5.0	21.0	2.0	1.0	40.0	7.0	0.0	6
2.0	3.0	3.0	97.9	2.0	7.0	5.0	154.0	1.0	1.0	23.0	1.0	1.0	40.0	7.0	1.0	3
2.0	3.0	2.0	0.0	0.0	7.0	9.0	189.0	2.0	2.0	19.0	2.0	0.0	1.0	3.0	0.0	7
1.0	6.0	3.0	99.7	3.0	5.0	4.0	304.0	5.0	7.0	19.0	1.0	0.0	1.0	5.0	0.0	1
2.0	1.0	1.0	100.0	3.0	3.0	4.0	274.0	1.0	5.0	23.0	1.0	0.0	249.0	3.0	0.0	6
2.0	4.0	3.0	99.3	5.0	7.0	7.0	1102.0	3.0	3.0	20.0	2.0	1.0	35.0	7.0	0.0	7
2.0	4.0	3.0	100.0	1.0	7.0	7.0	286.0	6.0	6.0	23.0	1.0	0.0	1.0	3.0	0.0	8
1.0	3.0	3.0	100.0	2.0	3.0	6.0	381.0	2.0	6.0	3.0	1.0	0.0	1.0	5.0	0.0	1
